Site	genome_id	genome_name	accession	feature_type	patric_id	start	end	strand	gene	product	global_start	global_end
CP042285:3093752:1	823.3647	Parabacteroides distasonis strain APCS2/PD	CP042285	CDS	fig|823.3647.peg.2673	3090253	3094617	+		T6SS PAAR-repeat protein / RhaS protein	3094401	3098765
CP042285:3124644:-1	823.3647	Parabacteroides distasonis strain APCS2/PD	CP042285	CDS	fig|823.3647.peg.2708	3124444	3125511	+		hypothetical protein	3128592	3129659
CP042285:3524388:-1	823.3647	Parabacteroides distasonis strain APCS2/PD	CP042285	CDS	fig|823.3647.peg.3100	3524279	3525055	+		Ferredoxin	3528427	3529203
CP042285:3585604:1	823.3647	Parabacteroides distasonis strain APCS2/PD	CP042285	CDS	fig|823.3647.peg.3150	3585383	3585646	+		hypothetical protein	3589531	3589794
CP042285:858886:-1	823.3647	Parabacteroides distasonis strain APCS2/PD	CP042285	CDS	fig|823.3647.peg.793	858793	859017	+		hypothetical protein	862941	863165
CP042285:1537135:-1	823.3647	Parabacteroides distasonis strain APCS2/PD	CP042285	CDS	fig|823.3647.peg.1349	1534960	1537209	+	pnp	Polyribonucleotide nucleotidyltransferase (EC 2.7.7.8)	1539108	1541357
CP042285:2262233:1	823.3647	Parabacteroides distasonis strain APCS2/PD	CP042285	CDS	fig|823.3647.peg.1953	2261288	2262244	+		Carbon-nitrogen hydrolase family protein	2265436	2266392
CP042285:597796:-1	823.3647	Parabacteroides distasonis strain APCS2/PD	CP042285	-1	-1	-1	-1	+	-1	-1	-1	-1
CP042285:1770635:-1	823.3647	Parabacteroides distasonis strain APCS2/PD	CP042285	-1	-1	-1	-1	+	-1	-1	-1	-1
CP042285:1985991:-1	823.3647	Parabacteroides distasonis strain APCS2/PD	CP042285	-1	-1	-1	-1	+	-1	-1	-1	-1
CP042285:2037233:1	823.3647	Parabacteroides distasonis strain APCS2/PD	CP042285	-1	-1	-1	-1	+	-1	-1	-1	-1
CP042285:2086398:-1	823.3647	Parabacteroides distasonis strain APCS2/PD	CP042285	-1	-1	-1	-1	+	-1	-1	-1	-1
CP042285:2259884:1	823.3647	Parabacteroides distasonis strain APCS2/PD	CP042285	-1	-1	-1	-1	+	-1	-1	-1	-1
CP042285:2361114:1	823.3647	Parabacteroides distasonis strain APCS2/PD	CP042285	-1	-1	-1	-1	+	-1	-1	-1	-1
CP042285:2361117:-1	823.3647	Parabacteroides distasonis strain APCS2/PD	CP042285	-1	-1	-1	-1	+	-1	-1	-1	-1
CP042285:2387094:-1	823.3647	Parabacteroides distasonis strain APCS2/PD	CP042285	-1	-1	-1	-1	+	-1	-1	-1	-1
CP042285:3377926:-1	823.3647	Parabacteroides distasonis strain APCS2/PD	CP042285	-1	-1	-1	-1	+	-1	-1	-1	-1
CP042285:4912336:-1	823.3647	Parabacteroides distasonis strain APCS2/PD	CP042285	-1	-1	-1	-1	+	-1	-1	-1	-1
CP042285:529906:-1	823.3647	Parabacteroides distasonis strain APCS2/PD	CP042285	-1	-1	-1	-1	+	-1	-1	-1	-1
CP042285:1318059:1	823.3647	Parabacteroides distasonis strain APCS2/PD	CP042285	-1	-1	-1	-1	+	-1	-1	-1	-1
CP042285:2715728:1	823.3647	Parabacteroides distasonis strain APCS2/PD	CP042285	-1	-1	-1	-1	+	-1	-1	-1	-1
CP042285:2590818:1	823.3647	Parabacteroides distasonis strain APCS2/PD	CP042285	-1	-1	-1	-1	+	-1	-1	-1	-1
CP042285:418307:1	823.3647	Parabacteroides distasonis strain APCS2/PD	CP042285	-1	-1	-1	-1	+	-1	-1	-1	-1
CP042285:418317:1	823.3647	Parabacteroides distasonis strain APCS2/PD	CP042285	-1	-1	-1	-1	+	-1	-1	-1	-1
CP042285:1274797:-1	823.3647	Parabacteroides distasonis strain APCS2/PD	CP042285	CDS	fig|823.3647.peg.1139	1273166	1276333	-		ATP-dependent helicase	1277314	1280481
CP042285:3883363:-1	823.3647	Parabacteroides distasonis strain APCS2/PD	CP042285	CDS	fig|823.3647.peg.3407	3883154	3885253	-	topB	DNA topoisomerase III (EC 5.99.1.2)	3887302	3889401
CP042285:4455632:1	823.3647	Parabacteroides distasonis strain APCS2/PD	CP042285	CDS	fig|823.3647.peg.3921	4454925	4457930	-		hypothetical protein	4459073	4462078
CP042285:5033143:1	823.3647	Parabacteroides distasonis strain APCS2/PD	CP042285	CDS	fig|823.3647.peg.4431	5031826	5034135	-		Putative TonB-dependent receptor	5035974	5038283
CP042285:855762:-1	823.3647	Parabacteroides distasonis strain APCS2/PD	CP042285	CDS	fig|823.3647.peg.788	855750	857030	-		FIG00897206: hypothetical protein	859898	861178
CP042285:3015511:1	823.3647	Parabacteroides distasonis strain APCS2/PD	CP042285	CDS	fig|823.3647.peg.2587	3014552	3016126	-		Phage protein	3018700	3020274
CP042285:4455635:-1	823.3647	Parabacteroides distasonis strain APCS2/PD	CP042285	CDS	fig|823.3647.peg.3921	4454925	4457930	-		hypothetical protein	4459073	4462078
CP046176:2119339:1	357276.1035	Bacteroides dorei strain DSM 17855	CP046176	CDS	fig|357276.1035.peg.1858	2118639	2119487	+		Pantoate--beta-alanine ligase (EC 6.3.2.1)	2118639	2119487
CP046176:4079586:-1	357276.1035	Bacteroides dorei strain DSM 17855	CP046176	CDS	fig|357276.1035.peg.3673	4079518	4079733	+		hypothetical protein	4079518	4079733
CP046176:121968:1	357276.1035	Bacteroides dorei strain DSM 17855	CP046176	CDS	fig|357276.1035.peg.94	120676	122907	+		TonB-dependent outer membrane receptor	120676	122907
CP046176:821171:1	357276.1035	Bacteroides dorei strain DSM 17855	CP046176	CDS	fig|357276.1035.peg.670	821141	821377	+		hypothetical protein	821141	821377
CP046176:1335935:-1	357276.1035	Bacteroides dorei strain DSM 17855	CP046176	CDS	fig|357276.1035.peg.1090	1335923	1336111	+		hypothetical protein	1335923	1336111
CP046176:2811308:-1	357276.1035	Bacteroides dorei strain DSM 17855	CP046176	CDS	fig|357276.1035.peg.2526	2810537	2811817	+		Serine hydroxymethyltransferase (EC 2.1.2.1)	2810537	2811817
CP046176:338184:1	357276.1035	Bacteroides dorei strain DSM 17855	CP046176	CDS	fig|357276.1035.peg.286	338091	339287	+		Thiol:disulfide interchange protein	338091	339287
CP046176:338180:-1	357276.1035	Bacteroides dorei strain DSM 17855	CP046176	CDS	fig|357276.1035.peg.286	338091	339287	+		Thiol:disulfide interchange protein	338091	339287
CP046176:571840:-1	357276.1035	Bacteroides dorei strain DSM 17855	CP046176	CDS	fig|357276.1035.peg.508	570931	571917	+		hypothetical protein	570931	571917
CP046176:1345894:-1	357276.1035	Bacteroides dorei strain DSM 17855	CP046176	-1	-1	-1	-1	+	-1	-1	-1	-1
CP046176:2344046:1	357276.1035	Bacteroides dorei strain DSM 17855	CP046176	-1	-1	-1	-1	+	-1	-1	-1	-1
CP046176:2344057:-1	357276.1035	Bacteroides dorei strain DSM 17855	CP046176	-1	-1	-1	-1	+	-1	-1	-1	-1
CP046176:2347597:-1	357276.1035	Bacteroides dorei strain DSM 17855	CP046176	-1	-1	-1	-1	+	-1	-1	-1	-1
CP046176:4126460:1	357276.1035	Bacteroides dorei strain DSM 17855	CP046176	-1	-1	-1	-1	+	-1	-1	-1	-1
CP046176:4874693:-1	357276.1035	Bacteroides dorei strain DSM 17855	CP046176	-1	-1	-1	-1	+	-1	-1	-1	-1
CP046176:177456:-1	357276.1035	Bacteroides dorei strain DSM 17855	CP046176	-1	-1	-1	-1	+	-1	-1	-1	-1
CP046176:1233233:-1	357276.1035	Bacteroides dorei strain DSM 17855	CP046176	-1	-1	-1	-1	+	-1	-1	-1	-1
CP046176:4601851:-1	357276.1035	Bacteroides dorei strain DSM 17855	CP046176	-1	-1	-1	-1	+	-1	-1	-1	-1
CP046176:40896:-1	357276.1035	Bacteroides dorei strain DSM 17855	CP046176	-1	-1	-1	-1	+	-1	-1	-1	-1
CP046176:751163:-1	357276.1035	Bacteroides dorei strain DSM 17855	CP046176	-1	-1	-1	-1	+	-1	-1	-1	-1
CP046176:1042739:-1	357276.1035	Bacteroides dorei strain DSM 17855	CP046176	-1	-1	-1	-1	+	-1	-1	-1	-1
CP046176:2338942:1	357276.1035	Bacteroides dorei strain DSM 17855	CP046176	-1	-1	-1	-1	+	-1	-1	-1	-1
CP046176:3244397:1	357276.1035	Bacteroides dorei strain DSM 17855	CP046176	-1	-1	-1	-1	+	-1	-1	-1	-1
CP046176:335719:-1	357276.1035	Bacteroides dorei strain DSM 17855	CP046176	-1	-1	-1	-1	+	-1	-1	-1	-1
CP046176:335725:1	357276.1035	Bacteroides dorei strain DSM 17855	CP046176	-1	-1	-1	-1	+	-1	-1	-1	-1
CP046176:1774482:1	357276.1035	Bacteroides dorei strain DSM 17855	CP046176	-1	-1	-1	-1	+	-1	-1	-1	-1
CP046176:1618680:-1	357276.1035	Bacteroides dorei strain DSM 17855	CP046176	-1	-1	-1	-1	+	-1	-1	-1	-1
CP046176:1774466:-1	357276.1035	Bacteroides dorei strain DSM 17855	CP046176	-1	-1	-1	-1	+	-1	-1	-1	-1
CP046176:1673175:1	357276.1035	Bacteroides dorei strain DSM 17855	CP046176	-1	-1	-1	-1	+	-1	-1	-1	-1
CP046176:356289:1	357276.1035	Bacteroides dorei strain DSM 17855	CP046176	CDS	fig|357276.1035.peg.305	355430	356479	-		site-specific recombinase	355430	356479
CP046176:3882874:-1	357276.1035	Bacteroides dorei strain DSM 17855	CP046176	CDS	fig|357276.1035.peg.3541	3882503	3883156	-	rpe	Ribulose-phosphate 3-epimerase (EC 5.1.3.1)	3882503	3883156
CP046176:3882867:1	357276.1035	Bacteroides dorei strain DSM 17855	CP046176	CDS	fig|357276.1035.peg.3541	3882503	3883156	-	rpe	Ribulose-phosphate 3-epimerase (EC 5.1.3.1)	3882503	3883156
CP046176:2303358:1	357276.1035	Bacteroides dorei strain DSM 17855	CP046176	CDS	fig|357276.1035.peg.2014	2302920	2304200	-		RteB, two-component system response regulator	2302920	2304200
CP048433:1548360:-1	411903.3	Collinsella aerofaciens ATCC 25986 strain JCM 10188	CP048433	repeat_region	fig|411903.30.repeat.82	1547005	1552556	+		repeat region	1547005	1552556
CP048433:1550421:-1	411903.3	Collinsella aerofaciens ATCC 25986 strain JCM 10188	CP048433	repeat_region	fig|411903.30.repeat.82	1547005	1552556	+		repeat region	1547005	1552556
CP048433:1693210:-1	411903.3	Collinsella aerofaciens ATCC 25986 strain JCM 10188	CP048433	repeat_region	fig|411903.30.repeat.89	1689663	1695207	+		repeat region	1689663	1695207
CP048433:2089681:1	411903.3	Collinsella aerofaciens ATCC 25986 strain JCM 10188	CP048433	CDS	fig|411903.30.peg.1883	2088515	2089753	+		Vancomycin (or other glycopeptides) histidine kinase VanS => unclassified	2088515	2089753
CP048433:1556076:-1	411903.3	Collinsella aerofaciens ATCC 25986 strain JCM 10188	CP048433	repeat_region	fig|411903.30.repeat.83	1553000	1558543	+		repeat region	1553000	1558543
CP048433:1693080:-1	411903.3	Collinsella aerofaciens ATCC 25986 strain JCM 10188	CP048433	repeat_region	fig|411903.30.repeat.89	1689663	1695207	+		repeat region	1689663	1695207
CP048433:1550551:-1	411903.3	Collinsella aerofaciens ATCC 25986 strain JCM 10188	CP048433	repeat_region	fig|411903.30.repeat.82	1547005	1552556	+		repeat region	1547005	1552556
CP048433:516856:1	411903.3	Collinsella aerofaciens ATCC 25986 strain JCM 10188	CP048433	-1	-1	-1	-1	+	-1	-1	-1	-1
CP048433:2203708:1	411903.3	Collinsella aerofaciens ATCC 25986 strain JCM 10188	CP048433	-1	-1	-1	-1	+	-1	-1	-1	-1
CP048433:2203703:-1	411903.3	Collinsella aerofaciens ATCC 25986 strain JCM 10188	CP048433	-1	-1	-1	-1	+	-1	-1	-1	-1
CP048433:1548360:-1	411903.3	Collinsella aerofaciens ATCC 25986 strain JCM 10188	CP048433	rRNA	fig|411903.30.rna.45	1547338	1550314	-		LSU rRNA ## 23S rRNA, large subunit ribosomal RNA	1547338	1550314
CP048433:929272:-1	411903.3	Collinsella aerofaciens ATCC 25986 strain JCM 10188	CP048433	CDS	fig|411903.30.peg.888	928467	929408	-		Phosphate ABC transporter, substrate-binding protein PstS (TC 3.A.1.7.1)	928467	929408
CP048433:1668704:-1	411903.3	Collinsella aerofaciens ATCC 25986 strain JCM 10188	CP048433	CDS	fig|411903.30.peg.1534	1668701	1669975	-		FIG00512925: hypothetical protein	1668701	1669975
CP048433:1906156:1	411903.3	Collinsella aerofaciens ATCC 25986 strain JCM 10188	CP048433	CDS	fig|411903.30.peg.1734	1906059	1907093	-	hypE	[NiFe] hydrogenase metallocenter assembly protein HypE	1906059	1907093
CP048433:1906152:-1	411903.3	Collinsella aerofaciens ATCC 25986 strain JCM 10188	CP048433	CDS	fig|411903.30.peg.1734	1906059	1907093	-	hypE	[NiFe] hydrogenase metallocenter assembly protein HypE	1906059	1907093
CP048433:1556076:-1	411903.3	Collinsella aerofaciens ATCC 25986 strain JCM 10188	CP048433	rRNA	fig|411903.30.rna.48	1553331	1556307	-		LSU rRNA ## 23S rRNA, large subunit ribosomal RNA	1553331	1556307
CP072255:440676:-1	997890.6	Bacteroides uniformis CL03T12C37	CP072255	CDS	fig|997890.6.peg.377	440544	440789	+		hypothetical protein	440544	440789
CP072255:440736:-1	997890.6	Bacteroides uniformis CL03T12C37	CP072255	CDS	fig|997890.6.peg.377	440544	440789	+		hypothetical protein	440544	440789
CP072255:2621745:-1	997890.6	Bacteroides uniformis CL03T12C37	CP072255	CDS	fig|997890.6.peg.2454	2621558	2621854	+		Conjugative transposon protein TraL	2621558	2621854
CP072255:1404717:1	997890.6	Bacteroides uniformis CL03T12C37	CP072255	CDS	fig|997890.6.peg.1282	1401893	1404727	+	uvrA_2	Excinuclease ABC subunit A	1401893	1404727
CP072255:76055:1	997890.6	Bacteroides uniformis CL03T12C37	CP072255	-1	-1	-1	-1	+	-1	-1	-1	-1
CP072255:1022382:-1	997890.6	Bacteroides uniformis CL03T12C37	CP072255	-1	-1	-1	-1	+	-1	-1	-1	-1
CP072255:1505444:1	997890.6	Bacteroides uniformis CL03T12C37	CP072255	-1	-1	-1	-1	+	-1	-1	-1	-1
CP072255:1505439:-1	997890.6	Bacteroides uniformis CL03T12C37	CP072255	-1	-1	-1	-1	+	-1	-1	-1	-1
CP072255:943227:1	997890.6	Bacteroides uniformis CL03T12C37	CP072255	-1	-1	-1	-1	+	-1	-1	-1	-1
CP072255:4426029:-1	997890.6	Bacteroides uniformis CL03T12C37	CP072255	-1	-1	-1	-1	+	-1	-1	-1	-1
CP072255:1862298:-1	997890.6	Bacteroides uniformis CL03T12C37	CP072255	-1	-1	-1	-1	+	-1	-1	-1	-1
CP072255:1862293:1	997890.6	Bacteroides uniformis CL03T12C37	CP072255	-1	-1	-1	-1	+	-1	-1	-1	-1
CP072255:2090046:-1	997890.6	Bacteroides uniformis CL03T12C37	CP072255	-1	-1	-1	-1	+	-1	-1	-1	-1
CP072255:3697713:1	997890.6	Bacteroides uniformis CL03T12C37	CP072255	-1	-1	-1	-1	+	-1	-1	-1	-1
CP072255:1873442:-1	997890.6	Bacteroides uniformis CL03T12C37	CP072255	-1	-1	-1	-1	+	-1	-1	-1	-1
CP072255:1738639:-1	997890.6	Bacteroides uniformis CL03T12C37	CP072255	CDS	fig|997890.6.peg.1611	1738307	1739113	-		FIG00408616: hypothetical protein	1738307	1739113
CP072255:1738636:1	997890.6	Bacteroides uniformis CL03T12C37	CP072255	CDS	fig|997890.6.peg.1611	1738307	1739113	-		FIG00408616: hypothetical protein	1738307	1739113
CP072255:659367:1	997890.6	Bacteroides uniformis CL03T12C37	CP072255	CDS	fig|997890.6.peg.565	657556	660264	-		hypothetical protein	657556	660264
CP072255:1789676:1	997890.6	Bacteroides uniformis CL03T12C37	CP072255	CDS	fig|997890.6.peg.1657	1786344	1789721	-		hypothetical protein	1786344	1789721
CP072255:1789683:-1	997890.6	Bacteroides uniformis CL03T12C37	CP072255	CDS	fig|997890.6.peg.1657	1786344	1789721	-		hypothetical protein	1786344	1789721
CP072258:5313597:-1	997873.77	Bacteroides caccae CL03T12C61	CP072258	CDS	fig|997873.77.peg.4733	5313104	5313970	+		UPF0701 protein YicC	5313104	5313970
CP072258:5313594:1	997873.77	Bacteroides caccae CL03T12C61	CP072258	CDS	fig|997873.77.peg.4733	5313104	5313970	+		UPF0701 protein YicC	5313104	5313970
CP072258:1298709:-1	997873.77	Bacteroides caccae CL03T12C61	CP072258	CDS	fig|997873.77.peg.1139	1298300	1299814	+		Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family	1298300	1299814
CP072258:4033441:-1	997873.77	Bacteroides caccae CL03T12C61	CP072258	CDS	fig|997873.77.peg.3577	4033300	4033482	+		hypothetical protein	4033300	4033482
CP072258:4039798:-1	997873.77	Bacteroides caccae CL03T12C61	CP072258	CDS	fig|997873.77.peg.3583	4039277	4041481	+		hypothetical protein	4039277	4041481
CP072258:4033464:1	997873.77	Bacteroides caccae CL03T12C61	CP072258	CDS	fig|997873.77.peg.3577	4033300	4033482	+		hypothetical protein	4033300	4033482
CP072258:4050434:-1	997873.77	Bacteroides caccae CL03T12C61	CP072258	CDS	fig|997873.77.peg.3598	4050093	4050437	+		hypothetical protein	4050093	4050437
CP072258:4050437:1	997873.77	Bacteroides caccae CL03T12C61	CP072258	CDS	fig|997873.77.peg.3598	4050093	4050437	+		hypothetical protein	4050093	4050437
CP072258:1299314:-1	997873.77	Bacteroides caccae CL03T12C61	CP072258	CDS	fig|997873.77.peg.1139	1298300	1299814	+		Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family	1298300	1299814
CP072258:1299309:1	997873.77	Bacteroides caccae CL03T12C61	CP072258	CDS	fig|997873.77.peg.1139	1298300	1299814	+		Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family	1298300	1299814
CP072258:4064029:-1	997873.77	Bacteroides caccae CL03T12C61	CP072258	CDS	fig|997873.77.peg.3614	4063993	4064202	+		hypothetical protein	4063993	4064202
CP072258:1892534:1	997873.77	Bacteroides caccae CL03T12C61	CP072258	-1	-1	-1	-1	+	-1	-1	-1	-1
CP072258:1892670:1	997873.77	Bacteroides caccae CL03T12C61	CP072258	-1	-1	-1	-1	+	-1	-1	-1	-1
CP072258:1892677:-1	997873.77	Bacteroides caccae CL03T12C61	CP072258	-1	-1	-1	-1	+	-1	-1	-1	-1
CP072258:2185448:-1	997873.77	Bacteroides caccae CL03T12C61	CP072258	-1	-1	-1	-1	+	-1	-1	-1	-1
CP072258:2261451:-1	997873.77	Bacteroides caccae CL03T12C61	CP072258	-1	-1	-1	-1	+	-1	-1	-1	-1
CP072258:1299816:-1	997873.77	Bacteroides caccae CL03T12C61	CP072258	-1	-1	-1	-1	+	-1	-1	-1	-1
CP072258:2880597:1	997873.77	Bacteroides caccae CL03T12C61	CP072258	-1	-1	-1	-1	+	-1	-1	-1	-1
CP072258:2880592:-1	997873.77	Bacteroides caccae CL03T12C61	CP072258	-1	-1	-1	-1	+	-1	-1	-1	-1
CP072258:4047168:-1	997873.77	Bacteroides caccae CL03T12C61	CP072258	-1	-1	-1	-1	+	-1	-1	-1	-1
CP072258:4047221:-1	997873.77	Bacteroides caccae CL03T12C61	CP072258	-1	-1	-1	-1	+	-1	-1	-1	-1
CP072258:4047179:1	997873.77	Bacteroides caccae CL03T12C61	CP072258	-1	-1	-1	-1	+	-1	-1	-1	-1
CP072258:4523314:-1	997873.77	Bacteroides caccae CL03T12C61	CP072258	-1	-1	-1	-1	+	-1	-1	-1	-1
CP072258:554337:-1	997873.77	Bacteroides caccae CL03T12C61	CP072258	-1	-1	-1	-1	+	-1	-1	-1	-1
CP072258:3175325:1	997873.77	Bacteroides caccae CL03T12C61	CP072258	-1	-1	-1	-1	+	-1	-1	-1	-1
CP072258:221646:1	997873.77	Bacteroides caccae CL03T12C61	CP072258	-1	-1	-1	-1	+	-1	-1	-1	-1
CP072258:459009:1	997873.77	Bacteroides caccae CL03T12C61	CP072258	-1	-1	-1	-1	+	-1	-1	-1	-1
CP072258:712769:1	997873.77	Bacteroides caccae CL03T12C61	CP072258	-1	-1	-1	-1	+	-1	-1	-1	-1
CP072258:3022202:1	997873.77	Bacteroides caccae CL03T12C61	CP072258	-1	-1	-1	-1	+	-1	-1	-1	-1
CP072258:2353079:1	997873.77	Bacteroides caccae CL03T12C61	CP072258	CDS	fig|997873.77.peg.2012	2352210	2353640	-		FIG00898120: hypothetical protein	2352210	2353640
CP072258:2353076:-1	997873.77	Bacteroides caccae CL03T12C61	CP072258	CDS	fig|997873.77.peg.2012	2352210	2353640	-		FIG00898120: hypothetical protein	2352210	2353640
CP072258:3037220:-1	997873.77	Bacteroides caccae CL03T12C61	CP072258	CDS	fig|997873.77.peg.2627	3037008	3037580	-		cAMP-binding proteins - catabolite gene activator and regulatory subunit of cAMP-dependent protein kinases	3037008	3037580
CP072258:3037217:1	997873.77	Bacteroides caccae CL03T12C61	CP072258	CDS	fig|997873.77.peg.2627	3037008	3037580	-		cAMP-binding proteins - catabolite gene activator and regulatory subunit of cAMP-dependent protein kinases	3037008	3037580
CP072258:1062059:1	997873.77	Bacteroides caccae CL03T12C61	CP072258	CDS	fig|997873.77.peg.957	1061469	1062476	-	rfbB_1	Nucleoside-diphosphate-sugar epimerase	1061469	1062476
CP072258:3036839:1	997873.77	Bacteroides caccae CL03T12C61	CP072258	CDS	fig|997873.77.peg.2626	3036483	3036908	-		hypothetical protein	3036483	3036908
CP072258:3131563:-1	997873.77	Bacteroides caccae CL03T12C61	CP072258	CDS	fig|997873.77.peg.2731	3131552	3131722	-		hypothetical protein	3131552	3131722
CP072258:1621599:1	997873.77	Bacteroides caccae CL03T12C61	CP072258	CDS	fig|997873.77.peg.1376	1621294	1621917	-		Conjugative transposon protein TraG	1621294	1621917
CP072258:1621605:-1	997873.77	Bacteroides caccae CL03T12C61	CP072258	CDS	fig|997873.77.peg.1376	1621294	1621917	-		Conjugative transposon protein TraG	1621294	1621917
CP072258:1622525:1	997873.77	Bacteroides caccae CL03T12C61	CP072258	CDS	fig|997873.77.peg.1379	1622453	1622752	-		Conjugative transposon protein TraE	1622453	1622752
CP072258:1622516:-1	997873.77	Bacteroides caccae CL03T12C61	CP072258	CDS	fig|997873.77.peg.1379	1622453	1622752	-		Conjugative transposon protein TraE	1622453	1622752
CP072258:848021:-1	997873.77	Bacteroides caccae CL03T12C61	CP072258	CDS	fig|997873.77.peg.796	847718	848083	-		hypothetical protein	847718	848083
CP072260:3867:-1	997873.77	Bacteroides caccae CL03T12C61	CP072260	-1	-1	-1	-1	+	-1	-1	-1	-1
CP072260:4063:1	997873.77	Bacteroides caccae CL03T12C61	CP072260	-1	-1	-1	-1	+	-1	-1	-1	-1
CP072260:4057:-1	997873.77	Bacteroides caccae CL03T12C61	CP072260	CDS	fig|997873.77.peg.4902	3905	4060	-		hypothetical protein	5496718	5496873
CP073280:3168448:1	39488.252	Anaerobutyricum hallii strain EHAL	CP073280	-1	-1	-1	-1	+	-1	-1	-1	-1
CP073280:2099929:-1	39488.252	Anaerobutyricum hallii strain EHAL	CP073280	-1	-1	-1	-1	+	-1	-1	-1	-1
CP073280:776825:-1	39488.252	Anaerobutyricum hallii strain EHAL	CP073280	-1	-1	-1	-1	+	-1	-1	-1	-1
CP073280:75552:-1	39488.252	Anaerobutyricum hallii strain EHAL	CP073280	-1	-1	-1	-1	+	-1	-1	-1	-1
CP073280:103998:-1	39488.252	Anaerobutyricum hallii strain EHAL	CP073280	-1	-1	-1	-1	+	-1	-1	-1	-1
CP073280:468164:1	39488.252	Anaerobutyricum hallii strain EHAL	CP073280	-1	-1	-1	-1	+	-1	-1	-1	-1
CP073280:397453:-1	39488.252	Anaerobutyricum hallii strain EHAL	CP073280	-1	-1	-1	-1	+	-1	-1	-1	-1
CP073280:266602:-1	39488.252	Anaerobutyricum hallii strain EHAL	CP073280	-1	-1	-1	-1	+	-1	-1	-1	-1
CP073280:979501:-1	39488.252	Anaerobutyricum hallii strain EHAL	CP073280	-1	-1	-1	-1	+	-1	-1	-1	-1
CP073280:2922099:1	39488.252	Anaerobutyricum hallii strain EHAL	CP073280	CDS	fig|39488.252.peg.2711	2922078	2923037	-		hypothetical protein	2922078	2923037
CP073280:3287314:1	39488.252	Anaerobutyricum hallii strain EHAL	CP073280	CDS	fig|39488.252.peg.3023	3287275	3291999	-		hypothetical protein	3287275	3291999
CP085932:1049034:1	537011.437	Prevotella copri DSM 18205 strain FDAARGOS_1573	CP085932	repeat_region	fig|537011.437.repeat.55	1048900	1050497	+		repeat region	1048900	1050497
CP085932:1446554:1	537011.437	Prevotella copri DSM 18205 strain FDAARGOS_1573	CP085932	CDS	fig|537011.437.peg.1252	1446006	1446902	+		FIG00418142: hypothetical protein	1446006	1446902
CP085932:1446551:-1	537011.437	Prevotella copri DSM 18205 strain FDAARGOS_1573	CP085932	CDS	fig|537011.437.peg.1252	1446006	1446902	+		FIG00418142: hypothetical protein	1446006	1446902
CP085932:690663:-1	537011.437	Prevotella copri DSM 18205 strain FDAARGOS_1573	CP085932	CDS	fig|537011.437.peg.590	690545	692146	+	pckA	Phosphoenolpyruvate carboxykinase [ATP] (EC 4.1.1.49)	690545	692146
CP085932:1212640:1	537011.437	Prevotella copri DSM 18205 strain FDAARGOS_1573	CP085932	-1	-1	-1	-1	+	-1	-1	-1	-1
CP085932:1542532:1	537011.437	Prevotella copri DSM 18205 strain FDAARGOS_1573	CP085932	-1	-1	-1	-1	+	-1	-1	-1	-1
CP085932:2131115:1	537011.437	Prevotella copri DSM 18205 strain FDAARGOS_1573	CP085932	-1	-1	-1	-1	+	-1	-1	-1	-1
CP085932:2690538:1	537011.437	Prevotella copri DSM 18205 strain FDAARGOS_1573	CP085932	-1	-1	-1	-1	+	-1	-1	-1	-1
CP085932:2690542:-1	537011.437	Prevotella copri DSM 18205 strain FDAARGOS_1573	CP085932	-1	-1	-1	-1	+	-1	-1	-1	-1
CP085932:1778566:1	537011.437	Prevotella copri DSM 18205 strain FDAARGOS_1573	CP085932	-1	-1	-1	-1	+	-1	-1	-1	-1
CP085932:3041792:1	537011.437	Prevotella copri DSM 18205 strain FDAARGOS_1573	CP085932	-1	-1	-1	-1	+	-1	-1	-1	-1
CP085932:2131122:-1	537011.437	Prevotella copri DSM 18205 strain FDAARGOS_1573	CP085932	-1	-1	-1	-1	+	-1	-1	-1	-1
CP085932:2173661:-1	537011.437	Prevotella copri DSM 18205 strain FDAARGOS_1573	CP085932	-1	-1	-1	-1	+	-1	-1	-1	-1
CP085932:2573348:1	537011.437	Prevotella copri DSM 18205 strain FDAARGOS_1573	CP085932	-1	-1	-1	-1	+	-1	-1	-1	-1
CP085932:248679:-1	537011.437	Prevotella copri DSM 18205 strain FDAARGOS_1573	CP085932	CDS	fig|537011.437.peg.220	248156	249841	-		Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family	248156	249841
CP085932:1043435:1	537011.437	Prevotella copri DSM 18205 strain FDAARGOS_1573	CP085932	CDS	fig|537011.437.peg.888	1042910	1044220	-	ltrA	Retron-type RNA-directed DNA polymerase (EC 2.7.7.49)	1042910	1044220
CP092643:488052:1	39491.2717	[Eubacterium] rectale VPI 0990	CP092643	CDS	fig|39491.2717.peg.480	486863	488194	+		hypothetical protein	486863	488194
CP092643:876769:-1	39491.2717	[Eubacterium] rectale VPI 0990	CP092643	CDS	fig|39491.2717.peg.896	876671	878368	+		Oligopeptide ABC transporter, substrate-binding protein OppA (TC 3.A.1.5.1)	876671	878368
