Site	genome_id	genome_name	accession	feature_type	patric_id	start	end	strand	gene	product	global_start	global_end
CP046176:3525174-3525187-3525290-3525303	357276.1035	Bacteroides dorei strain DSM 17855	CP046176	CDS	fig|357276.1035.peg.3236	3525058	3526191	+		hypothetical protein	3525058	3526191
CP046176:3538103-3538116-3538357-3538370	357276.1035	Bacteroides dorei strain DSM 17855	CP046176	CDS	fig|357276.1035.peg.3248	3537866	3538753	+	fabD	Malonyl CoA-acyl carrier protein transacylase (EC 2.3.1.39)	3537866	3538753
CP046176:4011472-4011485-4011750-4011763	357276.1035	Bacteroides dorei strain DSM 17855	CP046176	CDS	fig|357276.1035.peg.3634	4011281	4012627	+		Periplasmic beta-glucosidase	4011281	4012627
CP046176:403322-403339-403509-403526	357276.1035	Bacteroides dorei strain DSM 17855	CP046176	repeat_region	fig|357276.1035.repeat.8	403315	403420	+		repeat region	403315	403420
CP046176:4106805-4106817-4106856-4106868	357276.1035	Bacteroides dorei strain DSM 17855	CP046176	CDS	fig|357276.1035.peg.3688	4106779	4107912	+		Rhamnogalacturonides degradation protein RhiN	4106779	4107912
CP046176:4118380-4118394-4118692-4118706	357276.1035	Bacteroides dorei strain DSM 17855	CP046176	CDS	fig|357276.1035.peg.3694	4118330	4119028	+		hypothetical protein	4118330	4119028
CP046176:4119956-4119967-4120241-4120252	357276.1035	Bacteroides dorei strain DSM 17855	CP046176	CDS	fig|357276.1035.peg.3696	4119844	4121271	+		Polygalacturonase	4119844	4121271
CP046176:4171493-4171508-4172226-4172241	357276.1035	Bacteroides dorei strain DSM 17855	CP046176	CDS	fig|357276.1035.peg.3739	4171565	4171708	+		hypothetical protein	4171565	4171708
CP046176:4171493-4171508-4172226-4172241	357276.1035	Bacteroides dorei strain DSM 17855	CP046176	CDS	fig|357276.1035.peg.3740	4171887	4172327	+		hypothetical protein	4171887	4172327
CP046176:4212822-4212833-4213063-4213074	357276.1035	Bacteroides dorei strain DSM 17855	CP046176	CDS	fig|357276.1035.peg.3771	4211916	4213379	+		Efflux transport system, outer membrane factor (OMF) lipoprotein BT_3905	4211916	4213379
CP046176:4727331-4727345-4727456-4727470	357276.1035	Bacteroides dorei strain DSM 17855	CP046176	CDS	fig|357276.1035.peg.4148	4727431	4728015	+		hypothetical protein	4727431	4728015
CP046176:4949563-4949575-4949770-4949782	357276.1035	Bacteroides dorei strain DSM 17855	CP046176	CDS	fig|357276.1035.peg.4375	4946822	4951006	+		Two-component system sensor histidine kinase/response regulator hybrid	4946822	4951006
CP046176:5086485-5086497-5086605-5086617	357276.1035	Bacteroides dorei strain DSM 17855	CP046176	repeat_region	fig|357276.1035.repeat.93	5085767	5086908	+		repeat region	5085767	5086908
CP046176:5086485-5086497-5086605-5086617	357276.1035	Bacteroides dorei strain DSM 17855	CP046176	CDS	fig|357276.1035.peg.4473	5086306	5086677	+		hypothetical protein	5086306	5086677
CP046176:5137965-5137979-5138155-5138169	357276.1035	Bacteroides dorei strain DSM 17855	CP046176	CDS	fig|357276.1035.peg.4537	5135250	5140415	+		Putative DNA methylase	5135250	5140415
CP046176:5151299-5151310-5151514-5151525	357276.1035	Bacteroides dorei strain DSM 17855	CP046176	CDS	fig|357276.1035.peg.4544	5149626	5152880	+		FIG00404088: hypothetical protein	5149626	5152880
CP046176:5160234-5160247-5160573-5160586	357276.1035	Bacteroides dorei strain DSM 17855	CP046176	CDS	fig|357276.1035.peg.4553	5159932	5160249	+		Conjugative transposon protein TraE	5159932	5160249
CP046176:5160234-5160247-5160573-5160586	357276.1035	Bacteroides dorei strain DSM 17855	CP046176	CDS	fig|357276.1035.peg.4554	5160260	5160592	+		Conjugative transposon protein TraF	5160260	5160592
CP046176:5295652-5295663-5295715-5295726	357276.1035	Bacteroides dorei strain DSM 17855	CP046176	CDS	fig|357276.1035.peg.4665	5294877	5296952	+		Raffinose synthase (Sip1 seed imbibition) protein homolog	5294877	5296952
CP046176:5296409-5296420-5296604-5296615	357276.1035	Bacteroides dorei strain DSM 17855	CP046176	CDS	fig|357276.1035.peg.4665	5294877	5296952	+		Raffinose synthase (Sip1 seed imbibition) protein homolog	5294877	5296952
CP046176:5325756-5325767-5325992-5326003	357276.1035	Bacteroides dorei strain DSM 17855	CP046176	CDS	fig|357276.1035.peg.4694	5325677	5326576	+		Glycosyl transferase	5325677	5326576
CP046176:5544163-5544176-5544728-5544741	357276.1035	Bacteroides dorei strain DSM 17855	CP046176	CDS	fig|357276.1035.peg.4891	5543747	5544757	+		Putative anti-sigma factor	5543747	5544757
CP046176:5591346-5591365-5591539-5591558	357276.1035	Bacteroides dorei strain DSM 17855	CP046176	CDS	fig|357276.1035.peg.4933	5591290	5591427	+		hypothetical protein	5591290	5591427
CP046176:685163-685176-685292-685305	357276.1035	Bacteroides dorei strain DSM 17855	CP046176	CDS	fig|357276.1035.peg.567	685216	685779	+		RNA polymerase ECF-type sigma factor	685216	685779
CP046176:689874-689889-690017-690032	357276.1035	Bacteroides dorei strain DSM 17855	CP046176	CDS	fig|357276.1035.peg.569	686838	690137	+		Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family	686838	690137
CP046176:859673-859686-859986-859999	357276.1035	Bacteroides dorei strain DSM 17855	CP046176	CDS	fig|357276.1035.peg.703	859013	859951	+		Toxin HigB / Protein kinase domain of HipA	859013	859951
CP046176:94406-94417-94547-94558	357276.1035	Bacteroides dorei strain DSM 17855	CP046176	CDS	fig|357276.1035.peg.74	93463	95073	+		hypothetical protein	93463	95073
CP046176:96130-96143-96371-96384	357276.1035	Bacteroides dorei strain DSM 17855	CP046176	CDS	fig|357276.1035.peg.75	95371	96366	+		hypothetical protein	95371	96366
CP046176:96130-96143-96371-96384	357276.1035	Bacteroides dorei strain DSM 17855	CP046176	CDS	fig|357276.1035.peg.76	96363	97679	+		hypothetical protein	96363	97679
CP046176:999893-999904-999935-999946	357276.1035	Bacteroides dorei strain DSM 17855	CP046176	CDS	fig|357276.1035.peg.815	997420	1000503	+		CzcABC family efflux RND transporter, transmembrane protein	997420	1000503
CP046176:1218739-1218768-1218912-1218941	357276.1035	Bacteroides dorei strain DSM 17855	CP046176	-1	-1	-1	-1	+	-1	-1	-1	-1
CP046176:1380513-1380529-1380649-1380665	357276.1035	Bacteroides dorei strain DSM 17855	CP046176	-1	-1	-1	-1	+	-1	-1	-1	-1
CP046176:1631576-1631590-1631629-1631643	357276.1035	Bacteroides dorei strain DSM 17855	CP046176	-1	-1	-1	-1	+	-1	-1	-1	-1
CP046176:1923697-1923717-1923891-1923911	357276.1035	Bacteroides dorei strain DSM 17855	CP046176	-1	-1	-1	-1	+	-1	-1	-1	-1
CP046176:1930217-1930238-1930509-1930530	357276.1035	Bacteroides dorei strain DSM 17855	CP046176	-1	-1	-1	-1	+	-1	-1	-1	-1
CP046176:2199977-2199994-2200088-2200105	357276.1035	Bacteroides dorei strain DSM 17855	CP046176	-1	-1	-1	-1	+	-1	-1	-1	-1
CP046176:278604-278629-278801-278826	357276.1035	Bacteroides dorei strain DSM 17855	CP046176	-1	-1	-1	-1	+	-1	-1	-1	-1
CP046176:287507-287531-287575-287599	357276.1035	Bacteroides dorei strain DSM 17855	CP046176	-1	-1	-1	-1	+	-1	-1	-1	-1
CP046176:2945125-2945143-2945193-2945211	357276.1035	Bacteroides dorei strain DSM 17855	CP046176	-1	-1	-1	-1	+	-1	-1	-1	-1
CP046176:3592868-3592885-3592944-3592961	357276.1035	Bacteroides dorei strain DSM 17855	CP046176	-1	-1	-1	-1	+	-1	-1	-1	-1
CP046176:3657496-3657516-3657578-3657598	357276.1035	Bacteroides dorei strain DSM 17855	CP046176	-1	-1	-1	-1	+	-1	-1	-1	-1
CP046176:3691184-3691208-3691326-3691350	357276.1035	Bacteroides dorei strain DSM 17855	CP046176	-1	-1	-1	-1	+	-1	-1	-1	-1
CP046176:4256600-4256613-4256771-4256784	357276.1035	Bacteroides dorei strain DSM 17855	CP046176	-1	-1	-1	-1	+	-1	-1	-1	-1
CP046176:4410484-4410501-4410741-4410758	357276.1035	Bacteroides dorei strain DSM 17855	CP046176	-1	-1	-1	-1	+	-1	-1	-1	-1
CP046176:4610931-4610952-4611001-4611022	357276.1035	Bacteroides dorei strain DSM 17855	CP046176	-1	-1	-1	-1	+	-1	-1	-1	-1
CP046176:5391755-5391776-5392039-5392060	357276.1035	Bacteroides dorei strain DSM 17855	CP046176	-1	-1	-1	-1	+	-1	-1	-1	-1
CP046176:722604-722620-722652-722668	357276.1035	Bacteroides dorei strain DSM 17855	CP046176	-1	-1	-1	-1	+	-1	-1	-1	-1
CP046176:852128-852148-852216-852236	357276.1035	Bacteroides dorei strain DSM 17855	CP046176	-1	-1	-1	-1	+	-1	-1	-1	-1
CP046176:1033376-1033387-1033615-1033626	357276.1035	Bacteroides dorei strain DSM 17855	CP046176	CDS	fig|357276.1035.peg.843	1033377	1034519	-		hypothetical protein	1033377	1034519
CP046176:1282778-1282789-1282830-1282841	357276.1035	Bacteroides dorei strain DSM 17855	CP046176	CDS	fig|357276.1035.peg.1038	1282210	1283028	-		Transglycosylase	1282210	1283028
CP046176:1415212-1415239-1415404-1415431	357276.1035	Bacteroides dorei strain DSM 17855	CP046176	CDS	fig|357276.1035.peg.1173	1415142	1415282	-		hypothetical protein	1415142	1415282
CP046176:1746155-1746169-1746235-1746249	357276.1035	Bacteroides dorei strain DSM 17855	CP046176	CDS	fig|357276.1035.peg.1532	1745628	1746902	-		AmpG protein, beta-lactamase induction signal transducer	1745628	1746902
CP046176:1981917-1981930-1982106-1982119	357276.1035	Bacteroides dorei strain DSM 17855	CP046176	CDS	fig|357276.1035.peg.1728	1980270	1983407	-		Two-component system sensor histidine kinase	1980270	1983407
CP046176:2009256-2009269-2009312-2009325	357276.1035	Bacteroides dorei strain DSM 17855	CP046176	CDS	fig|357276.1035.peg.1756	2008555	2010384	-		hypothetical protein	2008555	2010384
CP046176:2479191-2479204-2479389-2479402	357276.1035	Bacteroides dorei strain DSM 17855	CP046176	CDS	fig|357276.1035.peg.2223	2478585	2479805	-		Mobile element protein	2478585	2479805
CP046176:2815878-2815891-2816067-2816080	357276.1035	Bacteroides dorei strain DSM 17855	CP046176	CDS	fig|357276.1035.peg.2531	2815959	2817734	-		Pyruvate:Oxaloacetate transcarboxylase domain protein / Biotin carboxyl carrier protein	2815959	2817734
CP046176:2943208-2943222-2943373-2943387	357276.1035	Bacteroides dorei strain DSM 17855	CP046176	CDS	fig|357276.1035.peg.2635	2942477	2943304	-		4-diphosphocytidyl-2-C-methyl-D-erythritol kinase (EC 2.7.1.148)	2942477	2943304
CP046176:3035701-3035714-3035928-3035941	357276.1035	Bacteroides dorei strain DSM 17855	CP046176	CDS	fig|357276.1035.peg.2714	3035470	3036660	-		Efflux ABC transporter, permease protein	3035470	3036660
CP046176:3076692-3076704-3076775-3076787	357276.1035	Bacteroides dorei strain DSM 17855	CP046176	CDS	fig|357276.1035.peg.2756	3076581	3079097	-		hypothetical protein	3076581	3079097
CP046176:3089422-3089434-3089546-3089558	357276.1035	Bacteroides dorei strain DSM 17855	CP046176	CDS	fig|357276.1035.peg.2767	3088903	3092337	-		Proline dehydrogenase (EC 1.5.5.2) / Delta-1-pyrroline-5-carboxylate dehydrogenase (EC 1.2.1.88)	3088903	3092337
CP046176:3633000-3633061-3633326-3633387	357276.1035	Bacteroides dorei strain DSM 17855	CP046176	CDS	fig|357276.1035.peg.3334	3633224	3633394	-		hypothetical protein	3633224	3633394
CP046176:3645762-3645775-3646299-3646312	357276.1035	Bacteroides dorei strain DSM 17855	CP046176	CDS	fig|357276.1035.peg.3347	3645539	3646861	-		Two-component system response regulator protein	3645539	3646861
CP046176:3738109-3738122-3738324-3738337	357276.1035	Bacteroides dorei strain DSM 17855	CP046176	CDS	fig|357276.1035.peg.3415	3737085	3738170	-		hypothetical protein	3737085	3738170
CP046176:3738109-3738122-3738324-3738337	357276.1035	Bacteroides dorei strain DSM 17855	CP046176	CDS	fig|357276.1035.peg.3416	3738208	3738477	-		hypothetical protein	3738208	3738477
CP046176:4005938-4005952-4006078-4006092	357276.1035	Bacteroides dorei strain DSM 17855	CP046176	CDS	fig|357276.1035.peg.3631	4003745	4006558	-		DNA-binding response regulator, AraC family	4003745	4006558
CP046176:4015961-4015972-4016143-4016154	357276.1035	Bacteroides dorei strain DSM 17855	CP046176	CDS	fig|357276.1035.peg.3638	4015606	4017558	-		Two-component system sensor histidine kinase/response regulator hybrid	4015606	4017558
CP046176:4017500-4017511-4018080-4018091	357276.1035	Bacteroides dorei strain DSM 17855	CP046176	CDS	fig|357276.1035.peg.3638	4015606	4017558	-		Two-component system sensor histidine kinase/response regulator hybrid	4015606	4017558
CP046176:4017500-4017511-4018080-4018091	357276.1035	Bacteroides dorei strain DSM 17855	CP046176	tRNA	fig|357276.1035.rna.73	4017731	4017804	-		tRNA-Met	4017731	4017804
CP046176:4017500-4017511-4018080-4018091	357276.1035	Bacteroides dorei strain DSM 17855	CP046176	tRNA	fig|357276.1035.rna.74	4017863	4017939	-		tRNA-Met-CAT	4017863	4017939
CP046176:4035872-4035885-4036166-4036179	357276.1035	Bacteroides dorei strain DSM 17855	CP046176	CDS	fig|357276.1035.peg.3652	4035326	4037233	-		Rhamnogalacturonan endolyase (EC 4.2.2.23)	4035326	4037233
CP046176:4126888-4126902-4127054-4127068	357276.1035	Bacteroides dorei strain DSM 17855	CP046176	CDS	fig|357276.1035.peg.3704	4126696	4127085	-		L-fucose mutarotase (EC 5.1.3.29)	4126696	4127085
CP046176:4133945-4133957-4133995-4134007	357276.1035	Bacteroides dorei strain DSM 17855	CP046176	CDS	fig|357276.1035.peg.3711	4133942	4134043	-		hypothetical protein	4133942	4134043
CP046176:4156825-4156838-4157156-4157169	357276.1035	Bacteroides dorei strain DSM 17855	CP046176	CDS	fig|357276.1035.peg.3730	4154644	4157715	-		Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family	4154644	4157715
CP046176:4434829-4434842-4434960-4434973	357276.1035	Bacteroides dorei strain DSM 17855	CP046176	CDS	fig|357276.1035.peg.3940	4434704	4436260	-		Transporter, sodium/sulfate symporter family	4434704	4436260
CP046176:4478105-4478119-4478280-4478294	357276.1035	Bacteroides dorei strain DSM 17855	CP046176	CDS	fig|357276.1035.peg.3980	4477800	4479896	-	recG	ATP-dependent DNA helicase RecG (EC 3.6.4.12)	4477800	4479896
CP046176:4555272-4555283-4555449-4555460	357276.1035	Bacteroides dorei strain DSM 17855	CP046176	CDS	fig|357276.1035.peg.4024	4555063	4556361	-	murF	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase (EC 6.3.2.10)	4555063	4556361
CP046176:4617334-4617345-4617520-4617531	357276.1035	Bacteroides dorei strain DSM 17855	CP046176	CDS	fig|357276.1035.peg.4070	4616402	4618387	-		Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family	4616402	4618387
CP046176:4716280-4716293-4716448-4716461	357276.1035	Bacteroides dorei strain DSM 17855	CP046176	CDS	fig|357276.1035.peg.4138	4716248	4717240	-		Putative anti-sigma factor	4716248	4717240
CP046176:4745230-4745249-4745428-4745447	357276.1035	Bacteroides dorei strain DSM 17855	CP046176	CDS	fig|357276.1035.peg.4174	4743822	4745636	-		DNA topoisomerase III, Bacteroidales-type (EC 5.99.1.2)	4743822	4745636
CP046176:4760461-4760480-4760560-4760579	357276.1035	Bacteroides dorei strain DSM 17855	CP046176	CDS	fig|357276.1035.peg.4190	4759861	4764189	-		T6SS PAAR-repeat protein / RhaS protein	4759861	4764189
CP046176:4911036-4911049-4911111-4911124	357276.1035	Bacteroides dorei strain DSM 17855	CP046176	CDS	fig|357276.1035.peg.4340	4910958	4911689	-	rpsC	SSU ribosomal protein S3p (S3e)	4910958	4911689
CP046176:4971635-4971649-4971779-4971793	357276.1035	Bacteroides dorei strain DSM 17855	CP046176	CDS	fig|357276.1035.peg.4387	4969096	4973136	-		Periplasmic ligand-binding sensor domain COG3292 / BaeS-type histidine kinase / OmpR-type DNA-binding response regulator	4969096	4973136
CP046176:5022956-5022967-5023152-5023163	357276.1035	Bacteroides dorei strain DSM 17855	CP046176	CDS	fig|357276.1035.peg.4413	5020591	5023218	-		beta-galactosidase (EC 3.2.1.23)	5020591	5023218
CP046176:5180741-5180754-5181074-5181087	357276.1035	Bacteroides dorei strain DSM 17855	CP046176	CDS	fig|357276.1035.peg.4585	5179154	5181979	-		hypothetical protein	5179154	5181979
CP046176:5187066-5187077-5187144-5187155	357276.1035	Bacteroides dorei strain DSM 17855	CP046176	CDS	fig|357276.1035.peg.4591	5186945	5188405	-		Immunoreactive 53 kDa antigen PG123	5186945	5188405
CP046176:5272945-5272958-5273390-5273403	357276.1035	Bacteroides dorei strain DSM 17855	CP046176	CDS	fig|357276.1035.peg.4653	5272415	5274838	-		Two-component system sensor histidine kinase	5272415	5274838
CP046176:5508491-5508507-5508693-5508709	357276.1035	Bacteroides dorei strain DSM 17855	CP046176	CDS	fig|357276.1035.peg.4855	5508433	5508672	-		hypothetical protein	5508433	5508672
CP046176:562294-562307-562539-562552	357276.1035	Bacteroides dorei strain DSM 17855	CP046176	CDS	fig|357276.1035.peg.500	561855	562931	-	nuoH	NADH-ubiquinone oxidoreductase chain H (EC 1.6.5.3)	561855	562931
CP072255:1065564-1065577-1065629-1065642	997890.6	Bacteroides uniformis CL03T12C37	CP072255	repeat_region	fig|997890.6.repeat.10	1065489	1067096	+		repeat region	1065489	1067096
CP072255:1093572-1093585-1093637-1093650	997890.6	Bacteroides uniformis CL03T12C37	CP072255	repeat_region	fig|997890.6.repeat.12	1093498	1096345	+		repeat region	1093498	1096345
CP072255:1118835-1118858-1118908-1118931	997890.6	Bacteroides uniformis CL03T12C37	CP072255	repeat_region	fig|997890.6.repeat.13	1118823	1118951	+		repeat region	1118823	1118951
CP072255:1205615-1205628-1205680-1205693	997890.6	Bacteroides uniformis CL03T12C37	CP072255	repeat_region	fig|997890.6.repeat.14	1204160	1205765	+		repeat region	1204160	1205765
CP072255:1364315-1364328-1364380-1364393	997890.6	Bacteroides uniformis CL03T12C37	CP072255	repeat_region	fig|997890.6.repeat.15	1364246	1365844	+		repeat region	1364246	1365844
CP072255:1420616-1420627-1421083-1421094	997890.6	Bacteroides uniformis CL03T12C37	CP072255	CDS	fig|997890.6.peg.1297	1420428	1421450	+	pseB	UDP-N-acetylglucosamine 4,6-dehydratase (inverting) (EC 4.2.1.115)	1420428	1421450
CP072255:149183-149196-149248-149261	997890.6	Bacteroides uniformis CL03T12C37	CP072255	repeat_region	fig|997890.6.repeat.1	149105	150716	+		repeat region	149105	150716
CP072255:1577898-1577911-1577963-1577976	997890.6	Bacteroides uniformis CL03T12C37	CP072255	repeat_region	fig|997890.6.repeat.18	1576446	1578053	+		repeat region	1576446	1578053
CP072255:1646398-1646411-1646463-1646476	997890.6	Bacteroides uniformis CL03T12C37	CP072255	repeat_region	fig|997890.6.repeat.19	1644943	1646554	+		repeat region	1644943	1646554
CP072255:1772148-1772161-1772213-1772226	997890.6	Bacteroides uniformis CL03T12C37	CP072255	repeat_region	fig|997890.6.repeat.22	1772078	1773677	+		repeat region	1772078	1773677
CP072255:1864727-1864740-1865031-1865044	997890.6	Bacteroides uniformis CL03T12C37	CP072255	CDS	fig|997890.6.peg.1737	1864996	1866177	+		Outer membrane protein/protective antigen OMA87	1864996	1866177
CP072255:1911006-1911019-1911071-1911084	997890.6	Bacteroides uniformis CL03T12C37	CP072255	repeat_region	fig|997890.6.repeat.24	1910935	1912539	+		repeat region	1910935	1912539
CP072255:1932177-1932190-1932288-1932301	997890.6	Bacteroides uniformis CL03T12C37	CP072255	CDS	fig|997890.6.peg.1796	1931313	1932407	+		GTP cyclohydrolase 1 type 2 homolog YbgI	1931313	1932407
CP072255:2142471-2142495-2142552-2142576	997890.6	Bacteroides uniformis CL03T12C37	CP072255	CDS	fig|997890.6.peg.1974	2142400	2142588	+		hypothetical protein	2142400	2142588
CP072255:2175805-2175818-2175870-2175883	997890.6	Bacteroides uniformis CL03T12C37	CP072255	repeat_region	fig|997890.6.repeat.28	2174353	2175958	+		repeat region	2174353	2175958
CP072255:222006-222020-222172-222186	997890.6	Bacteroides uniformis CL03T12C37	CP072255	CDS	fig|997890.6.peg.187	221221	222111	+		Signal peptidase I (EC 3.4.21.89)	221221	222111
CP072255:222006-222020-222172-222186	997890.6	Bacteroides uniformis CL03T12C37	CP072255	CDS	fig|997890.6.peg.188	222113	224032	+		hypothetical protein	222113	224032
CP072255:2243979-2243992-2244248-2244261	997890.6	Bacteroides uniformis CL03T12C37	CP072255	CDS	fig|997890.6.peg.2069	2243643	2244572	+		hypothetical protein	2243643	2244572
CP072255:2268692-2268705-2268757-2268770	997890.6	Bacteroides uniformis CL03T12C37	CP072255	repeat_region	fig|997890.6.repeat.29	2267236	2268845	+		repeat region	2267236	2268845
CP072255:2322534-2322547-2322599-2322612	997890.6	Bacteroides uniformis CL03T12C37	CP072255	repeat_region	fig|997890.6.repeat.31	2321083	2322681	+		repeat region	2321083	2322681
CP072255:232823-232836-233034-233047	997890.6	Bacteroides uniformis CL03T12C37	CP072255	CDS	fig|997890.6.peg.193	232077	233549	+		Efflux transport system, outer membrane factor (OMF) lipoprotein	232077	233549
CP072255:2388010-2388023-2388075-2388088	997890.6	Bacteroides uniformis CL03T12C37	CP072255	repeat_region	fig|997890.6.repeat.32	2386550	2388161	+		repeat region	2386550	2388161
CP072255:275656-275669-275818-275831	997890.6	Bacteroides uniformis CL03T12C37	CP072255	CDS	fig|997890.6.peg.228	275436	276152	+		FIG00896915: hypothetical protein	275436	276152
CP072255:2947095-2947108-2947160-2947173	997890.6	Bacteroides uniformis CL03T12C37	CP072255	repeat_region	fig|997890.6.repeat.39	2945642	2947249	+		repeat region	2945642	2947249
CP072255:2981967-2981983-2982119-2982135	997890.6	Bacteroides uniformis CL03T12C37	CP072255	CDS	fig|997890.6.peg.2764	2980837	2982471	+		Bis-ABC ATPase YheS.2	2980837	2982471
CP072255:3001569-3001582-3001634-3001647	997890.6	Bacteroides uniformis CL03T12C37	CP072255	repeat_region	fig|997890.6.repeat.40	3000116	3001722	+		repeat region	3000116	3001722
CP072255:3067677-3067688-3067987-3067998	997890.6	Bacteroides uniformis CL03T12C37	CP072255	CDS	fig|997890.6.peg.2842	3067607	3068578	+		Uncharacterized glycosyltransferase YkoT	3067607	3068578
CP072255:3180190-3180203-3180255-3180268	997890.6	Bacteroides uniformis CL03T12C37	CP072255	repeat_region	fig|997890.6.repeat.42	3178735	3180343	+		repeat region	3178735	3180343
CP072255:320371-320384-320436-320449	997890.6	Bacteroides uniformis CL03T12C37	CP072255	repeat_region	fig|997890.6.repeat.2	320297	321906	+		repeat region	320297	321906
CP072255:3216304-3216315-3216669-3216680	997890.6	Bacteroides uniformis CL03T12C37	CP072255	CDS	fig|997890.6.peg.2959	3216030	3216803	+		Prephenate and/or arogenate dehydrogenase (unknown specificity) (EC 1.3.1.12)(EC 1.3.1.43)	3216030	3216803
CP072255:3270098-3270111-3270163-3270176	997890.6	Bacteroides uniformis CL03T12C37	CP072255	repeat_region	fig|997890.6.repeat.43	3270021	3273206	+		repeat region	3270021	3273206
CP072255:3271672-3271685-3271737-3271750	997890.6	Bacteroides uniformis CL03T12C37	CP072255	repeat_region	fig|997890.6.repeat.43	3270021	3273206	+		repeat region	3270021	3273206
CP072255:3427676-3427689-3427741-3427754	997890.6	Bacteroides uniformis CL03T12C37	CP072255	repeat_region	fig|997890.6.repeat.48	3426218	3427824	+		repeat region	3426218	3427824
CP072255:349025-349036-349284-349295	997890.6	Bacteroides uniformis CL03T12C37	CP072255	CDS	fig|997890.6.peg.296	348718	349188	+	msrC	Free methionine-(R)-sulfoxide reductase, contains GAF domain	348718	349188
CP072255:349025-349036-349284-349295	997890.6	Bacteroides uniformis CL03T12C37	CP072255	CDS	fig|997890.6.peg.297	349185	349844	+		hypothetical protein	349185	349844
CP072255:3607730-3607743-3607795-3607808	997890.6	Bacteroides uniformis CL03T12C37	CP072255	repeat_region	fig|997890.6.repeat.52	3606280	3607879	+		repeat region	3606280	3607879
CP072255:3624520-3624533-3624585-3624598	997890.6	Bacteroides uniformis CL03T12C37	CP072255	repeat_region	fig|997890.6.repeat.53	3624450	3626050	+		repeat region	3624450	3626050
CP072255:364333-364346-364398-364411	997890.6	Bacteroides uniformis CL03T12C37	CP072255	repeat_region	fig|997890.6.repeat.3	364262	365866	+		repeat region	364262	365866
CP072255:3728892-3728905-3729243-3729256	997890.6	Bacteroides uniformis CL03T12C37	CP072255	CDS	fig|997890.6.peg.3349	3728081	3729394	+		Cell division protein FtsZ	3728081	3729394
CP072255:3793722-3793735-3793787-3793800	997890.6	Bacteroides uniformis CL03T12C37	CP072255	repeat_region	fig|997890.6.repeat.54	3792268	3793877	+		repeat region	3792268	3793877
CP072255:3820117-3820137-3820487-3820507	997890.6	Bacteroides uniformis CL03T12C37	CP072255	CDS	fig|997890.6.peg.3421	3819152	3820285	+		Modification methylase EcoRI (EC 2.1.1.72)	3819152	3820285
CP072255:3883192-3883205-3883608-3883621	997890.6	Bacteroides uniformis CL03T12C37	CP072255	CDS	fig|997890.6.peg.3467	3883256	3883423	+		FIG00418218: hypothetical protein	3883256	3883423
CP072255:3883192-3883205-3883608-3883621	997890.6	Bacteroides uniformis CL03T12C37	CP072255	CDS	fig|997890.6.peg.3468	3883534	3886902	+	susC_13	Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family	3883534	3886902
CP072255:4015272-4015285-4015337-4015350	997890.6	Bacteroides uniformis CL03T12C37	CP072255	repeat_region	fig|997890.6.repeat.56	4015194	4016809	+		repeat region	4015194	4016809
CP072255:4179563-4179574-4179696-4179707	997890.6	Bacteroides uniformis CL03T12C37	CP072255	CDS	fig|997890.6.peg.3742	4177739	4179658	+		hypothetical protein	4177739	4179658
CP072255:4462199-4462212-4462264-4462277	997890.6	Bacteroides uniformis CL03T12C37	CP072255	repeat_region	fig|997890.6.repeat.57	4460748	4462348	+		repeat region	4460748	4462348
CP072255:4466909-4466922-4466974-4466987	997890.6	Bacteroides uniformis CL03T12C37	CP072255	repeat_region	fig|997890.6.repeat.58	4465454	4468640	+		repeat region	4465454	4468640
CP072255:4468483-4468496-4468548-4468561	997890.6	Bacteroides uniformis CL03T12C37	CP072255	repeat_region	fig|997890.6.repeat.58	4465454	4468640	+		repeat region	4465454	4468640
CP072255:4515947-4515960-4516012-4516025	997890.6	Bacteroides uniformis CL03T12C37	CP072255	repeat_region	fig|997890.6.repeat.59	4515873	4517477	+		repeat region	4515873	4517477
CP072255:4576098-4576111-4576169-4576182	997890.6	Bacteroides uniformis CL03T12C37	CP072255	CDS	fig|997890.6.peg.4025	4575033	4577003	+		hypothetical protein	4575033	4577003
CP072255:458502-458515-459043-459056	997890.6	Bacteroides uniformis CL03T12C37	CP072255	CDS	fig|997890.6.peg.390	458306	460333	+		Dipeptidyl-peptidase III (EC 3.4.14.4)	458306	460333
CP072255:4753973-4753986-4754038-4754051	997890.6	Bacteroides uniformis CL03T12C37	CP072255	repeat_region	fig|997890.6.repeat.68	4752513	4754124	+		repeat region	4752513	4754124
CP072255:4823443-4823457-4823558-4823572	997890.6	Bacteroides uniformis CL03T12C37	CP072255	CDS	fig|997890.6.peg.4233	4823084	4823626	+	csh	Carbonic anhydrase, beta class (EC 4.2.1.1)	4823084	4823626
CP072255:742534-742547-742599-742612	997890.6	Bacteroides uniformis CL03T12C37	CP072255	repeat_region	fig|997890.6.repeat.6	742456	745638	+		repeat region	742456	745638
